genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count
"[10749, 18]",51736,en,A former child actress attends college in search of independence and ends up becoming romantically involved with a female professor. Their relationship thrives until an opportunity to return to acting forces her to make life-altering decisions.,14.151,6/23/2010,Bloomington,6.6,108
"[35, 18, 10749]",535437,en,"James, a college freshman and computer genius, is enlisted by his womanizing roommate, Lance, to code the ultimate hook-up app. But when James discovers that his divorced mother is using the app, unexpected consequences ensue.",11.913,11/6/2018,Swiped,4.5,620
"[35, 10749]",44221,en,"Herman has a weakness for strip clubs. Donny has a thing for condiments and Tiffany is a newly celibate martial artist. These are Andy's new friends after he unsuspectingly follows his dream girl into a sexual addiction recovery group. At first this seems like the best possible news! However, Andy's professional and personal life begins to unravel as he deepens his ties to this lovable, but damaged group.",11.611,8/24/2010,Group Sex,5.9,57
"[27, 9648, 53]",24740,en,"Carla Moran, a hard-working single mother,  is raped in her bedroom by someone - or something - that she cannot see. Despite skeptical psychiatrists, she is repeatedly attacked in her car by this invisible force. Could this be a case of hysteria or something more horrific?",14.898,9/30/1982,The Entity,6.6,319
[35],91017,en,"When brainy office assistant Simon is left in charge of the boss's Hollywood mansion, the weekend becomes an opportunity of a lifetime. Entrusted by power-hungry movie producer Alan to guard the estate, Simon thinks he's finally made the grade until he learns that his friends and co-workers have their own plans for the place...",11.849,11/1/1999,The Key to Sex,6.5,15
[],251799,en,"The concert was recorded on February 26, 1995, at the “Houston Astrodome” and was televised live on Univision. The singer shared the concert with Tejano singer “Emilio Navaira” and performed to 66,994 people, which broke the previous attendance record held by Selena in the previous year. Selena's performance at the Astrodome became her final televised concert before she was shot and killed on March 31, 1995. The set list mostly included material from her ""Amor Prohibido"" (1994) album and a medley mashup of disco music songs. It was released on DVD on September 2, 2003 by Image Entertainment and Q-Productions, Inc.",8.389,3/27/2001,Live: The Last Concert,9.4,8
"[35, 28]",13498,en,Texas Ranger Roland Sharp is assigned to protect the only witnesses to the murder of a key figure in the prosecution of a drug kingpin -- a group of University of Texas cheerleaders. Sharp must now go undercover as an assistant cheerleading coach and move in with the young women.,9.899,2/25/2005,Man of the House,5.7,354
[35],9298,en,"Ali G unwittingly becomes a pawn in the evil Chancellor's plot to overthrow the Prime Minister of Great Britain. However, instead of bringing the Prime Minister down, Ali is embraced by the nation as the voice of youth and 'realness', making the Prime Minister and his government more popular than ever.",13.498,3/21/2002,Ali G Indahouse,6.1,1026
[35],9788,en,"A high school slacker who's rejected by every school he applies to opts to create his own institution of higher learning, the South Harmon Institute of Technology, on a rundown piece of property near his hometown.",17.549,8/18/2006,Accepted,6.4,1183
"[10749, 10770]",746060,en,"After moving back to her hometown, Lisa (Lenz) plots with her siblings and grandparents to help her father's bed and breakfast get a five-star review from an incognito travel critic (Webster), but ends up falling for him, not knowing he is the real critic.",15.834,11/27/2020,Five Star Christmas,6.8,13
"[80, 18, 53]",327,en,"A Japanese Yakuza gangster’s deadly existence in his homeland gets him exiled to Los Angeles, where he is taken in by his little brother and his brother’s gang.",11.647,12/13/2000,Brother,7.1,284
"[28, 80, 18]",2142,en,"Freddy Heflin is the sheriff of a place everyone calls “Cop Land” — a small and seemingly peaceful town populated by the big city police officers he’s long admired. Yet something ugly is taking place behind the town’s peaceful facade. And when Freddy uncovers a massive, deadly conspiracy among these local residents, he is forced to take action and make a dangerous choice between protecting his idols and upholding the law.",13.897,8/15/1997,Cop Land,6.8,1089
"[35, 18, 10749]",1968,en,"After a one night stand with Alex, Isabel realizes that she is pregnant and they decide to get married. However, along with the marriage comes compromise of one's own cultural traditions.",10.147,2/14/1997,Fools Rush In,6.4,382
"[18, 53]",505225,en,"At the turning point of the Iran-Contra affair, Elena McMahon, a fearless investigative journalist covering the 1984 US presidential campaign, puts herself in danger when she abandons her assigned task in order to fulfill the last wish of her ailing father, a mysterious man whose past activities she barely knows.",17.672,2/14/2020,The Last Thing He Wanted,4.9,375
"[18, 10749]",12618,en,"After the death of their loved ones in a tragic plane crash, Harrison Ford and Kristin Scott Thomas find each other's keys in each other's loved ones' possessions and realize that the two were having an affair and they must figure out all the details.",11.146,10/8/1999,Random Hearts,5.4,236
"[12, 18]",983,en,"A robust adventure about two British adventurers who take over primitive Kafiristan as ""godlike"" rulers, meeting a tragic end through their desire for a native girl. Based on a short story by Rudyard Kipling.",9.695,12/3/1975,The Man Who Would Be King,7.5,426
"[9648, 27, 53]",43552,en,"A mysterious global blackout yields countless populations to simply vanish, leaving only their clothes and possessions behind. A small handful of survivors band together in a dimly-lit tavern on 7th Street, struggling to combat the apocalyptic horror. Realizing they may in fact be the last people on earth, a dark shadow hones in on them alone.",8.898,9/11/2010,Vanishing on 7th Street,5.3,424
[53],717634,en,"A young woman returns to her small hometown intent on killing her abusive father only to discover someone murdered him the day before. As the girl searches for answers, she uncovers a family legacy more dangerous than she'd imagined.",12.695,12/11/2020,Girl,6.6,107
"[28, 878, 53, 80]",31867,en,"In the future, medical technology has advanced to the point where people can buy artificial organs to extend their lives. But if they default on payments, an organization known as the Union sends agents to repossess the organs. Remy is one of the best agents in the business, but when he becomes the recipient of an artificial heart, he finds himself in the same dire straits as his many victims.",15.398,3/18/2010,Repo Men,6.3,1473
[99],869250,en,"Daniel Craig candidly reflects on his 15 year adventure as James Bond. Including never-before-seen archival footage from Casino Royale to the upcoming 25th film No Time To Die, Craig shares his personal memories in conversation with 007 producers, Michael G Wilson and Barbara Broccoli.",10.769,8/29/2021,Being James Bond,7.9,40
"[18, 10749, 10402]",824,en,"A celebration of love and creative inspiration takes place in the infamous, gaudy and glamorous Parisian nightclub, at the cusp of the 20th century. A young poet, who is plunged into the heady world of Moulin Rouge, begins a passionate affair with the club's most notorious and beautiful star.",14.896,5/24/2001,Moulin Rouge!,7.6,3680
"[35, 18, 10749]",455,en,"Jess Bhamra, the daughter of a strict Indian couple in London, is not permitted to play organized soccer, even though she is 18. When Jess is playing for fun one day, her impressive skills are seen by Jules Paxton, who then convinces Jess to play for her semi-pro team. Jess uses elaborate excuses to hide her matches from her family while also dealing with her romantic feelings for her coach, Joe.",12.895,4/11/2002,Bend It Like Beckham,6.3,1524
"[27, 9648, 53]",448252,en,"Not long after John Chambers and his family arrive at their new home in a small country town of Pennsylvania, John begins to experience sleep paralysis. Lying there paralyzed, trapped within his own nightmare, other-worldly beings visit John. They are entities which exist in the darkest shadows of the night and can only be seen out of the corner of one's eye. These encounters begin to haunt John, transforming to complete terror as he discovers the entities' sole purpose... the abduction of his seven year old son. In the end, John will uncover the town's horrific secret, a portal on his land, and make one last attempt to save his son before the shadow people permanently take him away to their world.",10.254,6/1/2017,Be Afraid,6.2,95
"[35, 18, 9648]",252512,en,An uptight documentary filmmaker and his wife find their lives loosened up a bit after befriending a free-spirited younger couple.,11.399,4/3/2015,While We're Young,5.9,866
[18],337960,en,"Tim and John fell in love while teenagers at their all-boys high school. John was captain of the rugby team, Tim an aspiring actor playing a minor part in Romeo and Juliet. Their romance endured for 15 years in the face of everything life threw at it - the separations, the discrimination, the temptations, the jealousies and the losses - until the only problem that love can't solve tried to destroy them.",9.4,8/27/2015,Holding the Man,7.8,383
[18],290542,en,A drama centered on a classical pianist who has been diagnosed with ALS and the brash college student who becomes her caregiver.,9.648,10/10/2014,You're Not You,7.5,660
